Dataset,Model,Parameterization,Shots,HPO,DP,Seed,LR,C,BS,total_steps,sample_rate,noise_multiplier,eps for delta 0.1,eps for delta 0.01,eps for delta 0.001,eps for delta 0.0001,eps for delta 1e-05,eps for delta 1e-06,eps for delta 1e-07,eps for delta 1e-08
CIFAR100,ViT,Head,50,TD,1,3,0.0012639898380942,4.429,1507,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
CIFAR100,ViT,Head,50,TD,1,3,0.0030502451006651,8.43,3398,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,3,0.0022458854525563,7.412,1699,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,3,0.0013740757291463,1.737,269,720,0.0555555555555555,5.76123046875,0.0183319136838139,0.3931974365959065,0.6369602406291437,0.82864204309672,0.9910740751193235,1.1343250740004662,1.2638237877738097,1.382871840928413
CIFAR100,ViT,Head,50,TD,1,3,0.0023297015807155,1.291,1061,160,0.25,12.029296875,0.020749995475881,0.3981242081366516,0.6434611258111926,0.8362588603306021,0.999530968985057,1.143434508982176,1.273448318876794,1.3929052324910218
CIFAR100,ViT,Head,50,TD,1,3,0.002330348959833,3.431,936,200,0.2,10.8154296875,0.0195977406695146,0.3956679659519202,0.6401087861483753,0.832214980371961,0.994919652872887,1.1383405029624556,1.2679338883562576,1.3870184161808097
CIFAR100,ViT,Head,50,TD,1,3,0.0016242692534291,3.323,1251,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
CIFAR100,ViT,Head,50,TD,1,3,0.0028400481150861,9.017,2710,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,3,0.0019902494232972,8.248,2651,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,3,0.001589386499875,2.786,1353,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
CIFAR100,ViT,Head,50,TD,1,3,0.0028683303288426,8.57,1618,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
CIFAR100,ViT,Head,50,TD,1,3,0.0023470407623858,5.017,2427,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,3,0.0008909948139851,8.912,496,400,0.1,7.669921875,0.0193914503074296,0.3954604179768546,0.6400488217854761,0.8323667760998461,0.9953199246902488,1.1390133823108162,1.26889678146601,1.388284321279026
CIFAR100,ViT,Head,50,TD,1,3,0.0047713379834931,4.513,3424,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,3,0.0033188199440329,5.717,3392,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,3,0.0026245428169968,1.128,1460,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
CIFAR100,ViT,Head,50,TD,1,10,0.0020534810674895,6.604,701,280,0.1428571428571428,9.15380859375,0.0194482664951048,0.3954773118772897,0.639971620985801,0.8321729244543113,0.9949968067032636,1.1385527614501387,1.2682927195376652,1.387532590329617
CIFAR100,ViT,Head,50,TD,1,10,0.0024719154146285,2.911,1453,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
CIFAR100,ViT,Head,50,TD,1,10,0.0025903962887838,9.309,3071,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0030079713887954,10.0,1178,160,0.25,12.029296875,0.020749995475881,0.3981242081366516,0.6434611258111926,0.8362588603306021,0.999530968985057,1.143434508982176,1.273448318876794,1.3929052324910218
CIFAR100,ViT,Head,50,TD,1,10,0.0007671274850733,0.2,2303,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,10,0.0007033416355683,6.95,827,240,0.1666666666666666,9.84765625,0.0203113259909969,0.3973532920027606,0.6425658868219651,0.835336272156553,0.9986381593092174,1.1426098444827983,1.2727197446735612,1.3922941337780947
CIFAR100,ViT,Head,50,TD,1,10,0.0015091518535373,4.301,728,240,0.1666666666666666,9.84765625,0.0203113259909969,0.3973532920027606,0.6425658868219651,0.835336272156553,0.9986381593092174,1.1426098444827983,1.2727197446735612,1.3922941337780947
CIFAR100,ViT,Head,50,TD,1,10,0.0047660561998157,2.135,4748,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0011373470574864,5.546,1178,160,0.25,12.029296875,0.020749995475881,0.3981242081366516,0.6434611258111926,0.8362588603306021,0.999530968985057,1.143434508982176,1.273448318876794,1.3929052324910218
CIFAR100,ViT,Head,50,TD,1,10,0.0032377899611765,9.242,3876,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0017391781620121,0.2,1468,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
CIFAR100,ViT,Head,50,TD,1,10,0.0021731672048963,3.415,1969,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,10,0.0035957185183117,4.783,5000,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.004243134356876,1.702,3773,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0030463167306191,4.001,2776,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0040070504224463,7.341,3421,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.001715265768523,4.8,1535,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
CIFAR100,ViT,Head,50,TD,1,10,0.002791481551928,4.786,3208,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0043628061725735,6.871,4418,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0022914730796397,10.0,1726,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,10,0.0019268012700529,10.0,2310,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,10,0.0031859524407026,7.413,2197,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,10,0.0021579604244155,3.553,2918,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0029413361957263,2.438,1663,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
CIFAR100,ViT,Head,50,TD,1,10,0.0008801773813094,5.033,505,360,0.1111111111111111,8.06005859375,0.0200270764462643,0.3968589279143641,0.6419983528391439,0.8347592468106643,0.9980892051378248,1.1421142097519066,1.2722957305663205,1.3919561509937128
CIFAR100,ViT,Head,50,TD,1,10,0.0023204051116841,5.591,993,200,0.2,10.8154296875,0.0195977406695146,0.3956679659519202,0.6401087861483753,0.832214980371961,0.994919652872887,1.1383405029624556,1.2679338883562576,1.3870184161808097
CIFAR100,ViT,Head,50,TD,1,10,0.0014658998849167,0.2,2933,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0026812131836786,4.176,3351,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0030354586637113,10.0,1740,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,10,0.0025955356479981,1.674,3588,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0017153997252586,4.652,2914,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0024560110988686,7.056,1776,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,10,0.0026231219954815,8.992,1497,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
CIFAR100,ViT,Head,50,TD,1,10,0.001591636722605,1.659,2819,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0033300993636051,10.0,1489,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
CIFAR100,ViT,Head,50,TD,1,10,0.0024905060108483,7.882,3178,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0031355428844468,10.0,2407,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,10,0.0014190573587674,3.7,570,320,0.125,8.55859375,0.0196583971094364,0.395995100952061,0.6407449839811559,0.8331726973926461,0.9962045935414228,1.1399557005069658,1.2698812225878957,1.3892995620137518
CIFAR100,ViT,Head,50,TD,1,10,0.0038290721540707,10.0,4564,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0035177129984838,3.238,1739,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,10,0.0017083579922218,9.551,1095,160,0.25,12.029296875,0.020749995475881,0.3981242081366516,0.6434611258111926,0.8362588603306021,0.999530968985057,1.143434508982176,1.273448318876794,1.3929052324910218
CIFAR100,ViT,Head,50,TD,1,10,0.0038050187502659,3.811,4296,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0026692493428172,7.684,3149,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0014936054161337,0.215,3075,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0028555138002244,2.577,2660,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0001974103163022,7.184,188,1040,0.0384615384615384,4.80712890625,0.0184442102749157,0.3935037442234927,0.6374422549377877,0.8292876948534461,0.9918754626989718,1.135276510463237,1.2649210391578531,1.3841109622474717
CIFAR100,ViT,Head,50,TD,1,10,0.0026607832378373,4.307,2361,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,10,0.002952608565902,2.815,4195,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.002482818211943,1.325,1469,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
CIFAR100,ViT,Head,50,TD,1,10,0.0024598194435457,1.958,1139,160,0.25,12.029296875,0.020749995475881,0.3981242081366516,0.6434611258111926,0.8362588603306021,0.999530968985057,1.143434508982176,1.273448318876794,1.3929052324910218
CIFAR100,ViT,Head,50,TD,1,10,0.0011272009760543,6.682,842,200,0.2,10.8154296875,0.0195977406695146,0.3956679659519202,0.6401087861483753,0.832214980371961,0.994919652872887,1.1383405029624556,1.2679338883562576,1.3870184161808097
CIFAR100,ViT,Head,50,TD,1,10,0.0016358425266932,4.459,691,280,0.1428571428571428,9.15380859375,0.0194482664951048,0.3954773118772897,0.639971620985801,0.8321729244543113,0.9949968067032636,1.1385527614501387,1.2682927195376652,1.387532590329617
CIFAR100,ViT,Head,50,TD,1,10,0.0015573079312866,6.895,1200,160,0.25,12.029296875,0.020749995475881,0.3981242081366516,0.6434611258111926,0.8362588603306021,0.999530968985057,1.143434508982176,1.273448318876794,1.3929052324910218
CIFAR100,ViT,Head,50,TD,1,10,0.001455934574708,7.444,1356,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
CIFAR100,ViT,Head,50,TD,1,10,0.0014071450761379,0.2,2590,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0011862011146537,7.01,1455,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
CIFAR100,ViT,Head,50,TD,1,10,0.0013137417522426,1.75,2861,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0010941187726349,4.633,2903,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0022601177359836,7.316,1065,160,0.25,12.029296875,0.020749995475881,0.3981242081366516,0.6434611258111926,0.8362588603306021,0.999530968985057,1.143434508982176,1.273448318876794,1.3929052324910218
CIFAR100,ViT,Head,50,TD,1,10,0.0018350368819933,8.178,2086,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,10,0.0031066326688403,1.726,1734,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,10,0.001533992226545,10.0,1615,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
CIFAR100,ViT,Head,50,TD,1,10,0.0019334402401849,0.469,1694,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,10,0.0038650978950862,2.192,2347,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,10,0.0008070984837229,2.707,1132,160,0.25,12.029296875,0.020749995475881,0.3981242081366516,0.6434611258111926,0.8362588603306021,0.999530968985057,1.143434508982176,1.273448318876794,1.3929052324910218
CIFAR100,ViT,Head,50,TD,1,10,0.0034340750145386,5.658,2978,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0014566457597228,6.289,1127,160,0.25,12.029296875,0.020749995475881,0.3981242081366516,0.6434611258111926,0.8362588603306021,0.999530968985057,1.143434508982176,1.273448318876794,1.3929052324910218
CIFAR100,ViT,Head,50,TD,1,10,0.0015068762002025,9.347,1955,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,10,0.0018809791640731,5.246,1442,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
CIFAR100,ViT,Head,50,TD,1,10,0.0004959527189889,3.006,894,200,0.2,10.8154296875,0.0195977406695146,0.3956679659519202,0.6401087861483753,0.832214980371961,0.994919652872887,1.1383405029624556,1.2679338883562576,1.3870184161808097
CIFAR100,ViT,Head,50,TD,1,10,0.0022905237793834,3.396,3494,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0030035703592996,6.643,1556,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
CIFAR100,ViT,Head,50,TD,1,10,0.0041167421814694,4.202,2368,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,10,0.0024232584430872,0.651,1857,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,10,0.0020890902654403,4.174,4420,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0017851745227859,0.761,1541,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
CIFAR100,ViT,Head,50,TD,1,10,0.0026710285247101,7.667,1341,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
CIFAR100,ViT,Head,50,TD,1,10,0.0020118620105902,2.366,950,200,0.2,10.8154296875,0.0195977406695146,0.3956679659519202,0.6401087861483753,0.832214980371961,0.994919652872887,1.1383405029624556,1.2679338883562576,1.3870184161808097
CIFAR100,ViT,Head,50,TD,1,10,0.0015656335752963,7.696,1837,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,10,0.0009367836217705,4.776,1195,160,0.25,12.029296875,0.020749995475881,0.3981242081366516,0.6434611258111926,0.8362588603306021,0.999530968985057,1.143434508982176,1.273448318876794,1.3929052324910218
CIFAR100,ViT,Head,50,TD,1,10,0.0037055767344913,0.2,1830,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,10,0.0029744852194204,5.136,2317,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,10,0.0040534081793331,0.716,2850,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0012996369536221,5.333,1726,80,0.5,16.9765625,0.0210885789570778,0.3982503590016234,0.6430651776047588,0.8352127240922762,0.9977640580931308,1.14090083220951,1.270115362522621,1.3887484454371035
CIFAR100,ViT,Head,50,TD,1,10,0.0026398853922066,3.17,4002,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0028687706741338,6.905,1556,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
CIFAR100,ViT,Head,50,TD,1,10,0.0013565043907089,3.568,4551,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0011227342757721,10.0,486,400,0.1,7.669921875,0.0193914503074296,0.3954604179768546,0.6400488217854761,0.8323667760998461,0.9953199246902488,1.1390133823108162,1.26889678146601,1.388284321279026
CIFAR100,ViT,Head,50,TD,1,10,0.0022745343229282,1.34,5000,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0021970529565006,2.016,550,360,0.1111111111111111,8.06005859375,0.0200270764462643,0.3968589279143641,0.6419983528391439,0.8347592468106643,0.9980892051378248,1.1421142097519066,1.2722957305663205,1.3919561509937128
CIFAR100,ViT,Head,50,TD,1,10,0.0013787785886973,5.275,251,760,0.0526315789473684,5.583740234375,0.0194537286326964,0.3957310034422173,0.6405505626323341,0.8331051443616916,0.9962968337854452,1.1402297266858614,1.2703529602312396,1.3899808051275713
CIFAR100,ViT,Head,50,TD,1,10,0.0010774064509834,4.332,1651,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
CIFAR100,ViT,Head,50,TD,1,10,0.0010422747087676,10.0,1554,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
CIFAR100,ViT,Head,50,TD,1,10,0.0014391638471509,4.028,1113,160,0.25,12.029296875,0.020749995475881,0.3981242081366516,0.6434611258111926,0.8362588603306021,0.999530968985057,1.143434508982176,1.273448318876794,1.3929052324910218
CIFAR100,ViT,Head,50,TD,1,10,0.0053137853336211,9.026,5000,40,1.0,23.8515625,0.0226562875188376,0.4004727496432097,0.645046575382338,0.8365580641772863,0.9982473759968928,1.1403745292830845,1.26847388575743,1.385911951048597
CIFAR100,ViT,Head,50,TD,1,10,0.0018224338681502,8.143,938,200,0.2,10.8154296875,0.0195977406695146,0.3956679659519202,0.6401087861483753,0.832214980371961,0.994919652872887,1.1383405029624556,1.2679338883562576,1.3870184161808097
CIFAR100,ViT,Head,50,TD,1,10,0.0027294356677315,1.638,1475,120,0.3333333333333333,13.875,0.0209252521908325,0.3983055869883783,0.6435250335090131,0.8361520779846527,0.9992234521848782,1.142906337983209,1.2726850922611648,1.3918962405680166
